1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2023,2809WRBRTB198IN,110007657393,ROBERT BOSCH TOOL CORP,1980 INDIAN CREEK RD,LINCOLNTON,LINCOLN,NC,28092,,,35.426928,-81.270720,,ROBERT BOSCH NA,080068256,ROBERT BOSCH LLC,ROBERT BOSCH GMBH,315000125,ROBERT BOSCH GMBH,NO,332,Fabricated Metals,,,,,,,332216,327910,,,,,1323222194995,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,1.300,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.400,0.000,0.000,0.000,0.000,0.000,280.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,0.000,0.000,0.000,0.000,0.100,0.000,282.500,0.000,27419.000,0.000,0.000,0.000,27419.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27701.500,283.900,0.000,0.000,1.400,1.700,280.800,0.000,0.000,0.000,27419.000,0.000,0.000,27702.900,,ACTIVITY,0.650
2023,28307DPTFRDIREC,110064176877,U.S. ARMY FORT BRAGG,DPW ENV COMPLIANCE BRANCH BLDG 3-1137 REILLY RD,FORT BRAGG,CUMBERLAND,NC,28310,,,35.133591,-78.999798,,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,,,NA,YES,999,Other,,,,,,,928110,,,,,,1323222035634,Cobalt,NO,0007440484,7440-48-4,150078,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,ACTIVITY,0.950
2023,28678CRLNW165HA,110022904794,BESTWAY SOUTH INC,165 HALYBURTON RD,STONY POINT,IREDELL,NC,28678,,,35.857075,-81.032141,,BESTWAY ENTERPRISES INC,826386609,BESTWAY ENTERPRISES INC,NA,,NA,NO,321,Wood Products,,,,,,,321114,,,,,,1323221554126,Copper compounds,NO,N100,N100,649491,NO,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,27203TLRMP801PI,110056970434,STARPET INC,801 PINEVIEW RD,ASHEBORO,RANDOLPH,NC,27203,,,35.772606,-79.822397,,INDORAMA VENTURES USA HOLDINGS LP,877908280,INDORAMA VENTURES USA HOLDINGS LP,INDORAMA NETHERLANDS BV,460076105,INDORAMA NETHERLANDS BV,NO,325,Chemicals,,,,,,,325211,,,,,,1323221890662,"1,4-Dioxane",NO,0000123911,123-91-1,33241,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,15.000,641.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,656.000,1049.440,824.560,1874.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1049.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,824.560,0.000,1874.000,1705.440,0.000,0.000,656.000,18.740,1030.700,0.000,0.000,0.000,0.000,135163.000,824.560,137693.000,,PRODUCTION,1.020
2023,28302BRDNN1411I,110009846471,HEXION INC-FAYETTEVILLE FACILITY,1411 INDUSTRIAL DR,FAYETTEVILLE,CUMBERLAND,NC,28301,,,35.029753,-78.863153,,HEXION HOLDINGS CORP,117331984,HEXION HOLDINGS CORP,NA,,NA,NO,325,Chemicals,,,,,,,325211,325520,325199,,,,1323221836846,Formaldehyde,NO,0000050000,50-00-0,1008,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,7961.000,11582.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19543.000,21.120,242.880,264.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1194.000,0.000,0.000,0.000,0.000,0.000,2.000,1217.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3544.000,0.000,0.000,0.000,3786.880,0.000,5004.000,20760.120,0.000,0.000,19543.000,1194.000,2.000,7964.000,0.000,199.400,0.000,9430.000,3544.000,41876.400,,PRODUCTION,0.900
2023,27260THMSB1408C,110000345779,THOMAS BUILT BUSES INC,1408 COURTESY RD,HIGH POINT,GUILFORD,NC,27260,,,35.941998,-80.021606,,DAIMLER TRUCKS N.A. LLC,009029687,DAIMLER TRUCKS NORTH AMERICA LLC,NA,,DAIMLER TRUCK AG,NO,336,Transportation Equipment,,,,,,,336211,,,,,,1323222305587,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.033,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.023,0.000,0.000,395.150,395.173,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,395.206,0.193,0.000,0.000,0.160,0.033,0.000,0.000,0.000,0.000,395.173,0.000,0.000,395.366,,PRODUCTION,1.040
2023,27712WNRTH4112L,110006625651,AISIN NORTH CAROLINA CORP,4112 OLD OXFORD HWY,DURHAM,DURHAM,NC,27712,,,36.084427,-78.850120,,AISIN HOLDINGS OF AMERICA INC,121400142,AISIN HOLDINGS OF AMERICA INC,NA,,AISIN CORP,NO,336,Transportation Equipment,,,,,,,336350,,,,,,1323221728823,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.000,0.232,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.232,3.150,0.000,3.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.000,0.000,0.000,0.000,0.000,0.000,3.390,0.000,0.000,0.000,0.000,7766.940,7766.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7770.330,3.622,0.000,0.000,0.232,1.437,1.953,0.000,0.000,0.000,7766.940,0.000,0.000,7770.562,,PRODUCTION,1.110
2023,27806TXSGLHIGHW,110000586376,PCS PHOSPHATE CO INC,1530 NC HWY 306 S,AURORA,BEAUFORT,NC,27806,,,35.377017,-76.748558,,NUTRIEN US TOPCO LLC,119290213,NUTRIEN US TOPCO LLC,NUTRIEN LTD,203378927,NUTRIEN LTD,NO,325,Chemicals,,,,,,,325312,325180,,,,,1323221992098,Mercury  And Mercury Compounds,YES,N458,N458,650028,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,2.200,251.680,0.000,0.000,0.000,0.000,0.000,0.000,301.000,0.018,0.000,0.000,0.000,0.000,554.898,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,554.898,0.000,301.000,253.898,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,554.898,0.000,PRODUCTION,1.080
2023,28456FDRLPRIEGE,110009719304,INTERNATIONAL PAPER RIEGELWOOD MILL,865 JOHN L.RIEGEL RD,RIEGELWOOD,COLUMBUS,NC,28456,,,34.349510,-78.214911,,INTERNATIONAL PAPER CO,001316561,INTERNATIONAL PAPER CO,NA,,NA,NO,322,Paper,,,,,,,322110,,,,,,1323222079535,Mercury compounds,NO,N458,N458,650028,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.010,8.220,8.490,0.000,0.000,0.000,0.000,0.000,3.360,0.000,0.000,0.000,0.000,0.000,20.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.080,0.000,3.360,16.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.080,,PRODUCTION,0.970
2023,28451CTNGSRTE74,110004045701,COATINGS & ADHESIVES CORP,1901 POPULAR ST NE,LELAND,BRUNSWICK,NC,28451,,,34.255436,-78.068527,,NA,,NA,SAKATA INX,NA,SAKATA INX,NO,325,Chemicals,,,,,,,325510,,,,,,1323222053643,Styrene,NO,0000100425,100-42-5,19414,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,392.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,392.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,392.000,0.000,0.000,392.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,392.000,,PRODUCTION,0.770
2023,27261RLNCN1431P,110000345840,AKZONOBEL COATINGS INC,1431 PROGRESS AVE,HIGH POINT,GUILFORD,NC,27260,,,35.923914,-80.022321,,AKZO NOBEL INC,062999347,AKZO NOBEL INC,NA,,AKZO NOBEL NV,NO,325,Chemicals,,,,,,,325510,,,,,,1323222214088,n-Butyl alcohol,NO,0000071363,71-36-3,4739,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,771.240,40.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,811.830,0.029,0.331,0.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.000,21307.000,11667.000,32974.000,0.000,0.000,0.000,0.000,0.000,0.000,0.331,0.000,32974.360,811.859,0.000,0.000,811.830,0.000,0.029,0.000,32974.000,0.000,0.000,0.000,0.331,33786.190,,PRODUCTION,0.850
2023,27302GCXXX6801I,110000346144,INDUSTRIAL CONNECTIONS & SOLUTIONS LLC,6801 INDUSTRIAL DR,MEBANE,ORANGE,NC,27302,,,36.079184,-79.232538,,NA,,ABB HOLDINGS INC,NA,,ABB LTD,NO,335,Electrical Equipment,,,,,,,335313,,,,,,1323222303176,Cyanide compounds,NO,N106,N106,649988,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,857.424,0.000,0.000,857.424,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,857.424,857.424,0.000,0.000,0.000,0.000,857.424,0.000,0.000,0.000,0.000,0.000,0.000,857.424,,PRODUCTION,1.040
2023,28523CVCTYHWY10,110007657678,CULPEPER OF COVE CITY LLC,11065 OLD HWY 70 W,COVE CITY,CRAVEN,NC,28523,,,35.191324,-77.338141,,NA,,JEFFERSON HOMEBUILDERS INC,NA,,NA,NO,321,Wood Products,,,,,,,321114,,,,,,1323221527854,Arsenic compounds,NO,N020,N020,649418,YES,TRI,YES,Metal complound categories,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,27261MRSHF1001S,110011733963,MARSH FURNITURE CO,1001 S CENTENNIAL ST,HIGH POINT,GUILFORD,NC,27260,,,35.943529,-80.000109,,NA,,MARSH FURNITURE CO,NA,,NA,NO,337,Furniture,,,,,,,337110,,,,,,1323221563618,n-Butyl alcohol,NO,0000071363,71-36-3,4739,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,175.130,17337.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17512.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3064.720,0.000,3064.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3064.720,17512.700,0.000,0.000,17512.700,0.000,0.000,0.000,3064.720,0.000,0.000,0.000,0.000,20577.420,,PRODUCTION,0.860
2023,2860WRDYMX21MAI,110001476199,ARGOS HICKORY CONCRETE PLANT,2001 MAIN AVE SE,HICKORY,CATAWBA,NC,28602,,,35.731823,-81.301550,,SUMMIT MATERIALS LLC,025835321,SUMMIT MATERIALS LLC,NA,,CEMENTOS ARGOS S A,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1323222005377,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.090,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,,PRODUCTION,0.590
2023,28145NVRSL358WO,110000348990,UFP SALISBURY LLC,358 WOODMILL RD,SALISBURY,ROWAN,NC,28147,,,35.597993,-80.543005,,UFP INDUSTRIES INC,017104670,UFP INDUSTRIES INC,NA,,NA,NO,321,Wood Products,,,,,,,321920,321114,,,,,1323221901743,Sodium nitrite,NO,0007632000,7632-00-0,152058,NO,TRI,NO,Individually-listed compounds that contain metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,27835GRDYWGREEN,110000347606,GRADY WHITE BOATS INC.,5121 MARTIN LUTHER KING JR HWY,GREENVILLE,PITT,NC,27834,,,35.652495,-77.346924,,NA,,NA,NA,,NA,NO,336,Transportation Equipment,,,,,,,336612,,,,,,1323222005629,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,45.000,839.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,884.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,884.000,0.000,0.000,884.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,884.000,,PRODUCTION,0.880
2023,2845WSLRLB333NE,110000350352,ENTEGRIS INC.,333 NEILS EDDY ROAD,RIEGELWOOD,COLUMBUS,NC,28456,,,34.326156,-78.199403,,NA,,ENTEGRIS INC,NA,,NA,NO,325,Chemicals,,,,,,,325199,,,,,,1323222064382,Toluene,NO,0000108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,16.700,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2057.000,0.000,2057.000,0.000,0.000,0.000,11804.000,0.000,0.000,11804.000,0.000,13861.000,17.700,0.000,0.000,17.700,0.000,0.000,0.000,2057.000,0.000,0.000,0.000,11804.000,13878.700,,PRODUCTION,1.220
2023,27343RXBRS1700D,110000346386,DUKE ENERGY PROGRESS LLC - ROXBORO STEAM ELECTRIC PLANT,1700 DUNNAWAY RD,SEMORA,PERSON,NC,27343,,,36.476824,-79.070292,,DUKE ENERGY CORP,006996052,DUKE ENERGY CORP,NA,,NA,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323221840010,Manganese compounds,NO,N450,N450,650010,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,44.000,1100.000,2000.000,0.000,0.000,0.000,0.000,0.000,93000.000,0.000,0.000,0.000,0.000,0.000,96144.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96144.000,0.000,93000.000,3100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96100.000,,PRODUCTION,0.750
2023,27530HFLST1677O,110000496552,DUKE ENERGY PROGRESS LLC - H F LEE ENERGY COMPLEX,1199 BLACK JACK CHURCH RD,GOLDSBORO,WAYNE,NC,27530,,,35.375922,-78.089876,,DUKE ENERGY CORP,006996052,DUKE ENERGY CORP,NA,,NA,NO,2211,Electric Utilities,,,,,,,221112,327999,,,,,1323221839501,Mercury  And Mercury Compounds,YES,N458,N458,650028,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.000,0.000,0.100,0.000,0.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,12.900,0.000,0.000,12.000,0.800,0.100,0.000,0.000,0.000,0.000,0.000,0.000,12.900,,PRODUCTION,0.980
2023,2820WBLDTR122EX,110071284851,BLUEDOT-READI-MIX-EXCHANGE (PLANT #104),1022 EXCHANGE ST.,CHARLOTTE,MECKLENBURG,NC,28208,,,35.272222,-80.905870,,BLUEDOT READI-MIX,NA,BLUEDOT READI-MIX,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1323221622855,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.000,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,,PRODUCTION,0.990
2023,28145NVRSL358WO,110000348990,UFP SALISBURY LLC,358 WOODMILL RD,SALISBURY,ROWAN,NC,28147,,,35.597993,-80.543005,,UFP INDUSTRIES INC,017104670,UFP INDUSTRIES INC,NA,,NA,NO,321,Wood Products,,,,,,,321920,321114,,,,,1323221901756,Copper compounds,NO,N100,N100,649491,NO,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,27820GRGPCAMPAC,110000347544,GEORGIA-PACIFIC CHEMICALS LLC,200 AMPAC RD,CONWAY,NORTHAMPTON,NC,27820,,,36.429719,-77.223542,,KOCH INDUSTRIES INC,006944334,KOCH INC,,,NA,NO,325,Chemicals,,,,,,,325211,325199,,,,,1323221783044,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,30.000,1000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.000,0.000,0.000,0.000,0.000,1057.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,514.000,0.000,0.000,0.000,0.000,0.000,0.000,514.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,217.000,0.000,0.000,0.000,0.000,217.000,0.000,731.000,1571.000,0.000,0.000,1100.000,510.000,0.000,0.000,0.000,1300.000,0.000,37.000,220.000,3167.000,,PRODUCTION,1.060
